"","CAPOVERALL","CurrentModCodValue","USGOVERALL","DEVICEID"
"412",0,"QPSK - ninth-tenth",0,"TERM750"
"413",0,"QPSK - ninth-tenth",0,"TERM252"
"414",0,"8PSK - fifth-sixth",0,"TERM699"
"415",0,"QPSK - ninth-tenth",0,"TERM673"
"416",0,"QPSK - ninth-tenth",0,"TERM621"
"417",0,"QPSK - ninth-tenth",0,"TERM619"
"418",0,"QPSK - fifth-sixth",0,"TERM495"
"419",0,"8PSK - two-third",0,"TERM535"
"420",0,"8PSK - three-fourth",0,"TERM548"
"421",0,"8PSK - three-fourth",0,"TERM529"
"422",0,"8PSK - three-fourth",0,"TERM523"
"423",0,"8PSK - three-fourth",0,"TERM542"
"424",0,"8PSK - two-third",0,"TERM1371"
"425",0,"8PSK - three-fourth",0,"TERM1349"
"426",200,"8PSK - three-fourth",199,"TERM1262"
"427",200,"8PSK - eight-ninth",199,"TERM1251"
"428",0,"8PSK - three-fourth",0,"TERM533"
"429",0,"8PSK - two-third",0,"TERM1188"
"430",0,"8PSK - two-third",0,"TERM740"
"431",0,"8PSK - three-fourth",0,"TERM1199"
"432",0,"8PSK - two-third",0,"TERM67"
"433",0,"8PSK - fifth-sixth",0,"TERM697"
"434",0,"8PSK - two-third",0,"TERM1142"
"435",200,"8PSK - two-third",0,"TERM1134"
"436",0,"8PSK - fifth-sixth",0,"TERM1030"
"437",0,"8PSK - three-fourth",0,"TERM1035"
"438",0,"8PSK - three-fourth",0,"TERM1107"
"439",0,"8PSK - fifth-sixth",0,"TERM717"
"440",0,"8PSK - two-third",0,"TERM1091"
"441",0,"8PSK - two-third",0,"TERM742"
"442",0,"8PSK - two-third",0,"TERM892"
"443",0,"8PSK - two-third",0,"TERM786"
"444",0,"8PSK - fifth-sixth",0,"TERM731"
"445",0,"8PSK - two-third",0,"TERM127"
"446",0,"8PSK - three-fourth",0,"TERM770"
"447",200,"8PSK - two-third",200,"TERM177"
"448",0,"8PSK - three-fourth",0,"TERM649"
"449",0,"8PSK - two-third",0,"TERM590"
"450",0,"8PSK - two-third",0,"TERM564"
"451",0,"8PSK - fifth-sixth",0,"TERM576"
"452",0,"8PSK - three-fourth",0,"TERM512"
"453",0,"8PSK - three-fourth",0,"TERM575"
"454",0,"8PSK - three-fourth",0,"TERM465"
"455",0,"8PSK - three-fourth",0,"TERM467"
"456",0,"8PSK - two-third",0,"TERM812"
"457",20000,"8PSK - three-fourth",19999,"TERM1288"
"458",10000,"8PSK - three-fourth",9999,"TERM1290"
"459",10000,"8PSK - three-fourth",8003,"TERM1304"
"460",10000,"8PSK - three-fourth",8629,"TERM1170"
"461",0,"8PSK - three-fourth",0,"TERM1207"
"462",0,"8PSK - fifth-sixth",0,"TERM1104"
"463",0,"8PSK - three-fourth",0,"TERM1082"
"464",0,"8PSK - two-third",0,"TERM791"
"465",0,"QPSK - fifth-sixth",0,"TERM797"
"466",0,"QPSK - ninth-tenth",0,"TERM761"
"467",0,"8PSK - three-fourth",0,"TERM746"
"468",0,"8PSK - three-fourth",0,"TERM873"
"469",0,"8PSK - three-fourth",0,"TERM912"
"470",0,"8PSK - two-third",0,"TERM578"
"471",0,"8PSK - three-fourth",0,"TERM1264"
"472",0,"8PSK - fifth-sixth",0,"TERM1117"
"473",10000,"8PSK - fifth-sixth",9836,"TERM53"
"474",0,"8PSK - three-fourth",0,"TERM1247"
"475",0,"8PSK - fifth-sixth",0,"TERM1166"
"476",0,"8PSK - fifth-sixth",0,"TERM737"
"477",0,"8PSK - fifth-sixth",0,"TERM693"
"478",0,"8PSK - fifth-sixth",0,"TERM905"
"479",0,"8PSK - fifth-sixth",0,"TERM824"
"480",0,"8PSK - three-fourth",0,"TERM595"
"481",0,"8PSK - two-third",0,"TERM644"
"482",0,"8PSK - fifth-sixth",0,"TERM587"
"483",0,"8PSK - fifth-sixth",0,"TERM1042"
"484",0,"8PSK - three-fourth",0,"TERM1293"
"485",0,"8PSK - fifth-sixth",0,"TERM698"
"486",5000,"QPSK - ninth-tenth",0,"TERM1260"
"487",0,"8PSK - fifth-sixth",0,"TERM800"
"488",0,"8PSK - two-third",0,"TERM762"
"489",0,"8PSK - three-fourth",0,"TERM1200"
"490",0,"8PSK - eight-ninth",0,"TERM499"
"491",0,"8PSK - fifth-sixth",0,"TERM661"
"492",0,"8PSK - fifth-sixth",0,"TERM1267"
"493",0,"8PSK - fifth-sixth",0,"TERM760"
"494",5000,"8PSK - fifth-sixth",4966,"TERM1240"
"495",20000,"8PSK - two-third",17946,"TERM958"
"496",20000,"8PSK - fifth-sixth",19994,"TERM1033"
"497",20000,"8PSK - three-fourth",0,"TERM972"
"498",20000,"8PSK - three-fourth",8252,"TERM1013"
"499",20000,"8PSK - three-fourth",0,"TERM990"
"500",20000,"QPSK - fifth-sixth",18594,"TERM935"
"501",20000,"8PSK - two-third",19999,"TERM1039"
"502",20000,"8PSK - three-fourth",17582,"TERM941"
"503",20000,"8PSK - fifth-sixth",19134,"TERM79"
"504",0,"8PSK - fifth-sixth",0,"TERM1222"
"505",0,"8PSK - two-third",0,"TERM1132"
"506",0,"8PSK - fifth-sixth",0,"TERM1125"
"507",0,"8PSK - fifth-sixth",0,"TERM669"
"508",0,"8PSK - three-fourth",0,"TERM818"
"509",0,"8PSK - two-third",0,"TERM1167"
"510",0,"8PSK - eight-ninth",0,"TERM1171"
"511",0,"8PSK - fifth-sixth",0,"TERM1120"
"512",0,"8PSK - two-third",0,"TERM1156"
"513",0,"8PSK - three-fourth",0,"TERM1185"
"514",0,"8PSK - three-fourth",0,"TERM1083"
"515",0,"8PSK - fifth-sixth",0,"TERM872"
"516",0,"8PSK - fifth-sixth",0,"TERM1160"
"517",0,"8PSK - fifth-sixth",0,"TERM842"
"518",5000,"8PSK - three-fourth",0,"TERM1172"
"519",0,"8PSK - three-fourth",0,"TERM1110"
"520",0,"8PSK - three-fourth",0,"TERM1103"
"521",0,"8PSK - two-third",0,"TERM514"
"522",0,"8PSK - three-fourth",0,"TERM828"
"523",0,"8PSK - fifth-sixth",0,"TERM1009"
"524",0,"8PSK - fifth-sixth",0,"TERM1025"
"525",0,"8PSK - fifth-sixth",0,"TERM850"
"526",0,"QPSK - fifth-sixth",0,"TERM480"
"527",0,"8PSK - three-fourth",0,"TERM928"
"528",0,"8PSK - fifth-sixth",0,"TERM782"
"529",0,"8PSK - three-fourth",0,"TERM823"
"530",0,"8PSK - fifth-sixth",0,"TERM803"
"531",0,"8PSK - fifth-sixth",0,"TERM749"
"532",0,"8PSK - three-fourth",0,"TERM778"
"533",0,"8PSK - fifth-sixth",0,"TERM755"
"534",0,"8PSK - fifth-sixth",0,"TERM790"
"535",0,"8PSK - fifth-sixth",0,"TERM404"
"536",0,"8PSK - fifth-sixth",0,"TERM624"
"537",0,"8PSK - fifth-sixth",0,"TERM710"
"538",0,"8PSK - fifth-sixth",0,"TERM686"
"539",0,"8PSK - three-fourth",0,"TERM796"
"540",5000,"8PSK - fifth-sixth",4984,"TERM808"
"541",0,"8PSK - three-fourth",0,"TERM664"
"542",0,"8PSK - fifth-sixth",0,"TERM722"
"543",0,"8PSK - fifth-sixth",0,"TERM719"
"544",0,"8PSK - fifth-sixth",0,"TERM701"
"545",20000,"8PSK - three-fourth",13994,"TERM656"
"546",0,"8PSK - two-third",0,"TERM652"
"547",0,"8PSK - fifth-sixth",0,"TERM545"
"548",0,"8PSK - fifth-sixth",0,"TERM589"
"549",0,"8PSK - fifth-sixth",0,"TERM556"
"550",0,"8PSK - two-third",0,"TERM603"
"551",200,"8PSK - fifth-sixth",199,"TERM429"
"552",0,"QPSK - ninth-tenth",0,"TERM468"
"553",0,"8PSK - three-fourth",0,"TERM1285"
"554",40000,"8PSK - eight-ninth",35539,"TERM1274"
"555",0,"8PSK - two-third",0,"TERM1246"
"556",0,"QPSK - fifth-sixth",0,"TERM1209"
"557",0,"QPSK - two-third",0,"TERM27"
"558",0,"8PSK - three-fourth",0,"TERM1135"
"559",0,"8PSK - three-fourth",0,"TERM1113"
"560",0,"8PSK - two-third",0,"TERM768"
"561",0,"8PSK - two-third",0,"TERM225"
"562",0,"8PSK - three-fourth",0,"TERM1010"
"563",0,"8PSK - eight-ninth",0,"TERM798"
"564",0,"8PSK - two-third",0,"TERM1016"
"565",0,"8PSK - three-fourth",0,"TERM865"
"566",0,"8PSK - three-fourth",0,"TERM937"
"567",0,"QPSK - ninth-tenth",0,"TERM868"
"568",0,"8PSK - three-fourth",0,"TERM775"
"569",0,"QPSK - ninth-tenth",0,"TERM817"
"570",0,"8PSK - three-fourth",0,"TERM805"
"571",0,"16APSK - five-sixth",0,"TERM728"
"572",0,"16APSK - five-sixth",0,"TERM598"
"573",0,"16APSK - five-sixth",0,"TERM591"
"574",5000,"8PSK - fifth-sixth",2765,"TERM1351"
"575",20000,"8PSK - fifth-sixth",1565,"TERM793"
"576",20000,"8PSK - fifth-sixth",19997,"TERM1328"
"577",0,"8PSK - three-fourth",0,"TERM1308"
"578",0,"8PSK - three-fourth",0,"TERM1305"
"579",0,"8PSK - fifth-sixth",0,"TERM1306"
"580",20000,"8PSK - three-fourth",11895,"TERM1256"
"581",0,"8PSK - three-fourth",0,"TERM738"
"582",10000,"8PSK - fifth-sixth",0,"TERM1232"
"583",40000,"8PSK - fifth-sixth",39965,"TERM568"
"584",0,"8PSK - fifth-sixth",0,"TERM1238"
"585",0,"8PSK - three-fourth",0,"TERM1121"
"586",0,"8PSK - three-fourth",0,"TERM1187"
"587",0,"8PSK - fifth-sixth",0,"TERM1109"
"588",40000,"8PSK - fifth-sixth",37687,"TERM1123"
"589",20000,"8PSK - three-fourth",8694,"TERM633"
"590",10000,"8PSK - fifth-sixth",0,"TERM1175"
"591",0,"8PSK - fifth-sixth",0,"TERM759"
"592",0,"8PSK - two-third",0,"TERM1056"
"593",0,"8PSK - fifth-sixth",0,"TERM997"
"594",0,"8PSK - three-fourth",0,"TERM1003"
"595",0,"8PSK - fifth-sixth",0,"TERM1102"
"596",0,"8PSK - three-fourth",0,"TERM1150"
"597",0,"8PSK - fifth-sixth",0,"TERM1154"
"598",0,"8PSK - fifth-sixth",0,"TERM1088"
"599",0,"8PSK - fifth-sixth",0,"TERM1115"
"600",0,"8PSK - fifth-sixth",0,"TERM1097"
"601",200,"8PSK - fifth-sixth",198,"TERM1063"
"602",0,"8PSK - fifth-sixth",0,"TERM534"
"603",0,"8PSK - fifth-sixth",0,"TERM602"
"604",0,"8PSK - two-third",0,"TERM1058"
"605",0,"8PSK - three-fourth",0,"TERM1054"
"606",0,"8PSK - fifth-sixth",0,"TERM1044"
"607",0,"8PSK - fifth-sixth",0,"TERM1032"
"608",0,"8PSK - fifth-sixth",0,"TERM147"
"609",0,"8PSK - fifth-sixth",0,"TERM996"
"610",0,"8PSK - three-fourth",0,"TERM1024"
"611",0,"8PSK - fifth-sixth",0,"TERM988"
"612",0,"8PSK - fifth-sixth",0,"TERM992"
"613",0,"8PSK - fifth-sixth",0,"TERM969"
"614",0,"8PSK - fifth-sixth",0,"TERM296"
"615",0,"8PSK - fifth-sixth",0,"TERM1017"
"616",0,"8PSK - fifth-sixth",0,"TERM976"
"617",0,"8PSK - fifth-sixth",0,"TERM965"
"618",0,"8PSK - three-fourth",0,"TERM917"
"619",0,"8PSK - fifth-sixth",0,"TERM1014"
"620",0,"8PSK - fifth-sixth",0,"TERM927"
"621",0,"8PSK - three-fourth",0,"TERM946"
"622",0,"8PSK - fifth-sixth",0,"TERM925"
"623",0,"8PSK - three-fourth",0,"TERM943"
"624",0,"8PSK - fifth-sixth",0,"TERM869"
"625",0,"8PSK - fifth-sixth",0,"TERM763"
"626",0,"8PSK - fifth-sixth",0,"TERM794"
"627",5000,"8PSK - three-fourth",0,"TERM771"
"628",0,"8PSK - fifth-sixth",0,"TERM837"
"629",0,"8PSK - three-fourth",0,"TERM802"
"630",5000,"8PSK - fifth-sixth",4280,"TERM781"
"631",0,"8PSK - three-fourth",0,"TERM733"
"632",0,"8PSK - fifth-sixth",0,"TERM804"
"633",0,"8PSK - fifth-sixth",0,"TERM801"
"634",0,"8PSK - fifth-sixth",0,"TERM627"
"635",0,"8PSK - fifth-sixth",0,"TERM741"
"636",0,"8PSK - two-third",0,"TERM612"
"637",0,"8PSK - three-fourth",0,"TERM618"
"638",0,"8PSK - three-fourth",0,"TERM660"
"639",0,"8PSK - three-fourth",0,"TERM680"
"640",0,"8PSK - fifth-sixth",0,"TERM665"
"641",0,"8PSK - fifth-sixth",0,"TERM553"
"642",0,"8PSK - three-fourth",0,"TERM729"
"643",0,"8PSK - fifth-sixth",0,"TERM471"
"644",0,"8PSK - fifth-sixth",0,"TERM513"
"645",0,"8PSK - fifth-sixth",0,"TERM650"
"646",0,"8PSK - fifth-sixth",0,"TERM560"
"647",0,"8PSK - fifth-sixth",0,"TERM539"
"648",0,"8PSK - fifth-sixth",0,"TERM525"
"649",0,"8PSK - fifth-sixth",0,"TERM501"
"650",0,"8PSK - three-fourth",0,"TERM486"
"651",0,"8PSK - three-fourth",0,"TERM485"
"652",0,"8PSK - fifth-sixth",0,"TERM472"
"653",0,"8PSK - fifth-sixth",0,"TERM478"
"654",0,"8PSK - fifth-sixth",0,"TERM521"
"655",0,"8PSK - fifth-sixth",0,"TERM540"
"656",0,"8PSK - two-third",0,"TERM549"
"657",0,"8PSK - two-third",0,"TERM565"
"658",0,"8PSK - fifth-sixth",0,"TERM500"
"659",0,"8PSK - fifth-sixth",0,"TERM605"
"660",0,"8PSK - fifth-sixth",0,"TERM461"
"661",0,"8PSK - two-third",0,"TERM453"
"662",0,"8PSK - fifth-sixth",0,"TERM559"
"663",0,"8PSK - three-fourth",0,"TERM610"
"664",0,"8PSK - eight-ninth",0,"TERM615"
"665",0,"8PSK - three-fourth",0,"TERM570"
"666",0,"8PSK - fifth-sixth",0,"TERM497"
"667",0,"8PSK - two-third",0,"TERM600"
"668",0,"8PSK - three-fourth",0,"TERM604"
"669",0,"8PSK - fifth-sixth",0,"TERM613"
"670",0,"8PSK - two-third",0,"TERM601"
"671",0,"8PSK - fifth-sixth",0,"TERM584"
"672",0,"8PSK - fifth-sixth",0,"TERM580"
"673",0,"8PSK - fifth-sixth",0,"TERM583"
"674",0,"8PSK - three-fourth",0,"TERM477"
"675",0,"8PSK - three-fourth",0,"TERM473"
"676",0,"8PSK - fifth-sixth",0,"TERM611"
"677",0,"8PSK - three-fourth",0,"TERM566"
"678",0,"8PSK - fifth-sixth",0,"TERM639"
"679",5000,"8PSK - fifth-sixth",0,"TERM571"
"680",0,"8PSK - fifth-sixth",0,"TERM609"
"681",0,"8PSK - fifth-sixth",0,"TERM629"
"682",0,"16APSK - five-sixth",0,"TERM614"
"683",0,"8PSK - fifth-sixth",0,"TERM409"
"684",0,"8PSK - fifth-sixth",0,"TERM456"
"685",0,"8PSK - fifth-sixth",0,"TERM561"
"686",60000,"8PSK - two-third",52899,"TERM1230"
"687",60000,"8PSK - fifth-sixth",38850,"TERM1075"
"688",0,"8PSK - fifth-sixth",0,"TERM550"
"689",40000,"8PSK - fifth-sixth",39947,"TERM747"
"690",5000,"8PSK - three-fourth",4561,"TERM1366"
"691",5000,"8PSK - three-fourth",0,"TERM1362"
"692",0,"8PSK - two-third",0,"TERM667"
"693",0,"8PSK - three-fourth",0,"TERM189"
"694",0,"8PSK - fifth-sixth",0,"TERM1244"
"695",0,"QPSK - ninth-tenth",0,"TERM672"
"696",0,"8PSK - two-third",0,"TERM141"
"697",20000,"8PSK - two-third",18915,"TERM241"
"698",0,"8PSK - eight-ninth",0,"TERM1236"
"699",0,"8PSK - fifth-sixth",0,"TERM1234"
"700",0,"QPSK - fifth-sixth",0,"TERM1228"
"701",0,"8PSK - fifth-sixth",0,"TERM1155"
"702",0,"8PSK - eight-ninth",0,"TERM1151"
"703",20000,"8PSK - two-third",10747,"TERM244"
"704",0,"QPSK - fifth-sixth",0,"TERM1193"
"705",0,"8PSK - three-fourth",0,"TERM662"
"706",0,"8PSK - fifth-sixth",0,"TERM1139"
"707",0,"8PSK - three-fourth",0,"TERM1008"
"708",0,"8PSK - three-fourth",0,"TERM1060"
"709",0,"8PSK - three-fourth",0,"TERM916"
"710",0,"8PSK - two-third",0,"TERM947"
"711",0,"QPSK - fifth-sixth",0,"TERM881"
"712",0,"8PSK - two-third",0,"TERM875"
"713",0,"8PSK - two-third",0,"TERM745"
"714",0,"QPSK - fifth-sixth",0,"TERM326"
"715",0,"8PSK - three-fourth",0,"TERM832"
"716",0,"8PSK - three-fourth",0,"TERM684"
"717",0,"8PSK - two-third",0,"TERM688"
"718",0,"8PSK - three-fourth",0,"TERM730"
"719",0,"8PSK - two-third",0,"TERM706"
"720",0,"8PSK - two-third",0,"TERM668"
"721",0,"8PSK - three-fourth",0,"TERM536"
"722",200,"8PSK - three-fourth",200,"TERM520"
"723",0,"8PSK - three-fourth",0,"TERM447"
"724",0,"8PSK - fifth-sixth",0,"TERM1229"
"725",200,"8PSK - fifth-sixth",199,"TERM1344"
"726",0,"8PSK - fifth-sixth",0,"TERM1101"
"727",0,"8PSK - fifth-sixth",0,"TERM921"
"728",0,"8PSK - fifth-sixth",0,"TERM876"
"729",0,"8PSK - fifth-sixth",0,"TERM734"
"730",0,"8PSK - fifth-sixth",0,"TERM700"
"731",0,"8PSK - fifth-sixth",0,"TERM705"
"732",0,"8PSK - fifth-sixth",0,"TERM562"
"733",0,"8PSK - fifth-sixth",0,"TERM197"
"734",0,"8PSK - fifth-sixth",0,"TERM554"
"735",0,"8PSK - fifth-sixth",0,"TERM569"
"736",0,"8PSK - three-fourth",0,"TERM505"
"737",0,"8PSK - three-fourth",0,"TERM518"
"738",0,"8PSK - fifth-sixth",0,"TERM481"
"739",0,"16APSK - five-sixth",0,"TERM1284"
"740",200,"8PSK - two-third",167,"TERM1210"
"741",10000,"8PSK - fifth-sixth",4899,"TERM1226"
"742",20000,"8PSK - fifth-sixth",11780,"TERM300"
"743",20000,"8PSK - three-fourth",5280,"TERM1053"
"744",10000,"8PSK - fifth-sixth",3115,"TERM974"
"745",200,"8PSK - three-fourth",200,"TERM1026"
"746",0,"8PSK - fifth-sixth",0,"TERM1131"
"747",0,"8PSK - fifth-sixth",0,"TERM1126"
"748",5000,"QPSK - two-third",0,"TERM963"
"749",10000,"8PSK - fifth-sixth",4500,"TERM1072"
"750",0,"8PSK - three-fourth",0,"TERM950"
"751",0,"8PSK - fifth-sixth",0,"TERM841"
"752",0,"8PSK - fifth-sixth",0,"TERM811"
"753",0,"8PSK - fifth-sixth",0,"TERM822"
"754",0,"16APSK - five-sixth",0,"TERM515"
"755",0,"QPSK - two-third",0,"TERM599"
"756",5000,"8PSK - fifth-sixth",4536,"TERM1363"
"757",0,"8PSK - fifth-sixth",0,"TERM1242"
"758",20000,"8PSK - two-third",17342,"TERM1073"
"759",0,"8PSK - fifth-sixth",0,"TERM1099"
"760",0,"8PSK - fifth-sixth",0,"TERM909"
"761",0,"8PSK - fifth-sixth",0,"TERM1048"
"762",0,"8PSK - fifth-sixth",0,"TERM1043"
"763",0,"8PSK - three-fourth",0,"TERM1036"
"764",0,"8PSK - three-fourth",0,"TERM1001"
"765",0,"8PSK - fifth-sixth",0,"TERM1031"
"766",0,"8PSK - three-fourth",0,"TERM1020"
"767",0,"8PSK - fifth-sixth",0,"TERM283"
"768",0,"8PSK - fifth-sixth",0,"TERM989"
"769",0,"8PSK - fifth-sixth",0,"TERM993"
"770",0,"16APSK - five-sixth",0,"TERM777"
"771",0,"8PSK - fifth-sixth",0,"TERM899"
"772",0,"8PSK - eight-ninth",0,"TERM789"
"773",0,"16APSK - five-sixth",0,"TERM658"
"774",0,"8PSK - fifth-sixth",0,"TERM720"
"775",200,"8PSK - fifth-sixth",199,"TERM774"
"776",0,"8PSK - three-fourth",0,"TERM813"
"777",0,"8PSK - fifth-sixth",0,"TERM725"
"778",0,"8PSK - three-fourth",0,"TERM757"
"779",0,"8PSK - fifth-sixth",0,"TERM708"
"780",0,"8PSK - fifth-sixth",0,"TERM707"
"781",0,"8PSK - fifth-sixth",0,"TERM711"
"782",0,"8PSK - fifth-sixth",0,"TERM702"
"783",0,"8PSK - three-fourth",0,"TERM732"
"784",0,"8PSK - three-fourth",0,"TERM29"
"785",0,"8PSK - fifth-sixth",0,"TERM690"
"786",0,"8PSK - fifth-sixth",0,"TERM459"
"787",0,"8PSK - two-third",0,"TERM462"
"788",0,"8PSK - fifth-sixth",0,"TERM464"
"789",0,"8PSK - fifth-sixth",0,"TERM538"
"790",0,"8PSK - fifth-sixth",0,"TERM522"
"791",0,"8PSK - fifth-sixth",0,"TERM510"
"792",0,"8PSK - three-fourth",0,"TERM494"
"793",0,"8PSK - fifth-sixth",0,"TERM484"
"794",0,"8PSK - fifth-sixth",0,"TERM460"
"795",0,"8PSK - fifth-sixth",0,"TERM216"
"796",0,"8PSK - fifth-sixth",0,"TERM1231"
"797",0,"8PSK - three-fourth",0,"TERM1266"
"798",0,"8PSK - three-fourth",0,"TERM1248"
"799",0,"8PSK - three-fourth",0,"TERM1237"
"800",0,"8PSK - fifth-sixth",0,"TERM373"
"801",0,"8PSK - fifth-sixth",0,"TERM1067"
"802",0,"8PSK - fifth-sixth",0,"TERM867"
"803",0,"8PSK - three-fourth",0,"TERM663"
"804",0,"QPSK - ninth-tenth",0,"TERM190"
"805",0,"8PSK - fifth-sixth",0,"TERM715"
"806",200,"8PSK - fifth-sixth",198,"TERM712"
"807",0,"8PSK - two-third",0,"TERM597"
"808",0,"8PSK - fifth-sixth",0,"TERM187"
"809",200,"8PSK - two-third",0,"TERM1250"
"810",200,"8PSK - two-third",0,"TERM385"
"811",200,"8PSK - three-fourth",191,"TERM369"
"812",200,"8PSK - three-fourth",198,"TERM371"
"813",200,"8PSK - two-third",191,"TERM173"
"814",200,"8PSK - three-fourth",0,"TERM316"
"815",200,"16APSK - two-third",186,"TERM325"
"816",200,"16APSK - two-third",200,"TERM352"
"817",200,"16APSK - two-third",188,"TERM395"
"818",200,"16APSK - two-third",0,"TERM396"
"819",200,"8PSK - three-fourth",0,"TERM384"
"820",200,"8PSK - three-fourth",0,"TERM358"
"821",200,"8PSK - three-fourth",200,"TERM292"
